01;OBECNÁ TŘÍDA
73 28;Dřevěné konstrukce, provádění
73 29;Ostatní konstrukce, provádění
73 30;Zemní práce
73 31;Stavební práce přidružené - truhlářské, tesařské a tapetářské
73 32;Stavební práce přidružené - kamenické
73 34;Stavební práce přidružené - obkladačské
73 36;Stavební práce přidružené - klempířské
73 37;Stavební práce přidružené - omítání
73 40;Stavební objekty, všeobecně
73 41;Funkční díly stavebních objektů
73 42;Funkční díly stavebních objektů
73 43;Stavby pro bydlení
73 44;Prevence kriminality při navrhování staveb
73 45;Zemědělské stavby
73 49;Pozemní stavby železniční
73 51;Stavby pro průmysl
73 52;Stavby pro školství a kulturu
73 53;Stavby pro správu a řízení
73 55;Stavby pro skladování, šatny
73 57;Ostatní stavby účelové (požární stanice, laboratoře apod.)
73 59;Stavby pro tělesnou výchovu
73 60;Stavby pro dopravu apod.
73 61;Silniční komunikace
73 62;Stavby mostní
73 63;Železniční komunikace
73 64;Ostatní inženýrské stavby (tramvajové, letištní apod.)
73 65;Stavby pro vodní hospodářství, všeobecně
73 66;Vodovody
73 67;Kanalizace
73 68;Vodní toky a hráze
73 69;Rybníky, odvodňování, závlahy, meliorace
73 70;Silniční zařízení
73 75;Tunely a jiné podzemní stavby
73 80;Stavební a silniční stroje
73 81;Stavební lešení a výtahy
73 85;Automatizační a řidící systémy budov
73 90;Stavby civilní obrany
74 28;Dílce, části a prvky nosných konstrukcí
74 32;Ocelová schodiště a žebříky
74 33;Zábradlí
74 45;Stropy a podlahy
74 60;Okna, dveře, přídavná ochranná zařízení a doplňky-okenice a clony
74 61;Okna, dveře a prvky dřevěné
74 62;Okna kovová
74 63;Výkladce a světlíky
74 64;Dveře a prvky dřevěné
74 65;Dveře a prvky ocelové
74 66;Vrata
74 67;Okna, dveře a prvky PVC-U
74 68;Okna
74 69;Doplňkové části stavebních objektů - podlahové rošty
74 70;Dveře, vrata
74 71;Doplňkové části stavebních objektů - bytová jádra
74 72;Lehké obvodové pláště
74 76;Doplňkové části stavebních objektů
74 77;Doplňkové části stavebních objektů
75 00;Vodní hospodářství. Základní normy
75 01;Vodní hospodářství. Názvosloví
75 02;Vodní hospodářství. Výpočty
75 04;Hydromeliorace
75 07;Kanalizace. Vybavení šachet
75 09;Vodní hospodářství. Provoz vodohospodářských děl
75 14;Hydrologické údaje povrchových vod
75 20;Hydrotechnika
75 21;Úpravy vodních toků
75 23;Vodní toky a hráze
75 24;Nádrže a zdrže
75 26;Stavby pro využití vodní energie
75 29;Hydrotechnika. Přejímání, zkoušení a provoz
75 31;Ochrana vodních zdrojů
75 33;Ochrana vod při manipulaci se závadnými látkami a jejich skladování
75 34;Ochrana vod při manipulaci se závadnými látkami a jejich skladování
75 40;Hydromeliorace. Všeobecné normy
75 41;Hydromeliorace. Průzkumné práce
75 42;Hydromeliorace. Odvodňování
75 43;Hydromeliorace. Závlahy
75 45;Protierozní ochrana zemědělské půdy
75 50;Vodárenství. Všeobecné normy
75 51;Vodárenství. Odběr a jímání vody
75 52;Vodárenství. Úprava vody
75 53;Vodárenství. Úprava čerpání vody
75 54;Vodárenství. Vodovodní potrubí
75 55;Trubní materiály
75 56;Vodárenství. Objekty na vodovodních řadech
75 57;Výrobky pro úpravu vody
75 58;Chemické výrobky pro úpravu vody
75 59;Vodárenství. Přejímání, zkoušení, provoz
75 60;Kanalizace. Všeobecné normy
75 61;Kanalizace. Stokové sítě
75 62;Kanalizace. Objekty na stokových sítích
75 63;Kanalizace. Trubní materiály
75 64;Kanalizace. Čištění odpadních vod
75 65;Kanalizace. Čištění odpadních vod
75 66;Kanalizace. Technologická zařízení
75 67;Kanalizace. Vnitřní kanalizace
75 69;Kanalizace. Přejímání, zkoušení a provoz
75 70;Jakost vod. Odběr vzorků
75 71;Jakost vod. Požadavky na jakost vod
75 72;Jakost vod. Sledování a hodnocení jakosti vod a kalů
75 73;Jakost vod. Fyzikální rozbor vod
75 74;Jakost vod. Chemický rozbor vod
75 75;Jakost vod. Chemický rozbor vod
75 76;Jakost vod. Radiologický rozbor vod
75 77;Jakost vod. Biologický rozbor vod
75 78;Jakost vod. Mikrobiologický rozbor vod
75 79;Jakost vod. Rozbor kalů
75 80;Jakost vod. Rozbor kalů
75 90;Vodohospodářské služby
76 00;Poštovní služby
76 01;Terminologie, všeobecně
76 02;Kvalita služby
76 03;Zpracování zásilek - identifikace, vlastnosti
76 04;Adresní údaje
76 05;Hybridní pošta
76 07;Technické prostředky
76 10;Služby pro malé a střední podniky
76 11;Služby cestovního ruchu - Ubytování
76 12;Služby cestovního ruchu - Agentury a kanceláře
76 13;Služby cestovního ruchu - Rekreační potápění
76 14;Služby cestovního ruchu - Poskytovatelé jazykových pobytů
76 15;Překladatelské služby
76 16;Výzkum trhu
76 17;Bezpečnostní agentury a bezpečnostní služby
76 18;Tisková média a zákaznická kontaktní centra
76 19;Realitní služby
76 20;Dopravní služby
76 21;Facility management
76 30;Poradenské služby
76 31;Služby spojené se zdravím, krásou a věkem
76 32;Vzdělávací služby
76 33;Služby pro podniky
76 35;Služby pro spotřebitele
77 00;Názvosloví obalové techniky, předpisy a směrnice pro balení
77 01;Názvosloví obalové techniky, předpisy a směrnice pro balení
77 02;Zkoušení obalových prostředků a balení, všeobecně
77 03;Zkoušení obalových materiálů
77 04;Zkoušení spotřebitelských obalů a balení
77 05;Zkoušení spotřebitelských obalů a balení
77 06;Zkoušení obchodních a přepravních obalů a balení
77 08;Vlastnosti a zkoušení pomocných obalových prostředků
77 09;Vnější vlivy na obaly a balení
77 10;Rozměrové a objemové řady obalů
77 11;Obalové prostředky - Všeobecně
77 12;Obalové prostředky, všeobecně
77 13;Obalové prostředky, všeobecně
77 15;Obalové prostředky, všeobecně
77 18;Obalové prostředky, všeobecně
77 20;Obalové prostředky, všeobecně
77 30;Obaly na aerosoly
77 40;Balení. Hmatatelné výstrahy
77 50;Balicí stroje a zařízení
79 00;Názvosloví, všeobecně
79 10;Surové kůže, všeobecně
79 11;Teletiny a hověziny
79 12;Koniny, vepřovice, koziny, kozlečiny, skopovice a jehnětiny koželužské
79 20;Jakost usní, všeobecně
79 21;Usně spodkové
79 22;Usně svrškové
79 23;Usně rukavičkářské a oděvnické
79 24;Kožešiny
79 25;Usně technické
79 26;Usně brašnářské a sedlářské
79 27;Usně podšívkové
79 28;Usně speciální
79 38;Rozbory a zkoušení usní a kožišin
79 50;Průmysl obuvnický, všeobecně
79 52;Průmysl kožedělný - Zkoušení částí obuvi
79 56;Obuv
79 57;Obuv
79 58;Obuv
79 60;Výrobky brašnářské a sedlářské
79 65;Výrobky brašnářské a sedlářské
79 71;Výrobky z kožišin
79 74;Výrobky rukavičkářské
79 80;Strojní zařízení pro výrobu obuvi, galanterie apod.
79 81;Strojní zařízení pro koželužny
80 00;Textilní průmysl, všeobecně
80 01;Zkoušení stálosti vybarvení textilních surovin a výrobků
80 02;Zkoušení vláken
80 03;Předpisy pro zkoušení
80 05;Zkušební normy pro syntetická vlákna
80 06;Zkušební normy pro syntetická vlákna
80 07;Zkoušení nití, přízí, hedvábí apod.
80 08;Zkoušení textilních plošných výrobků
80 10;Rostlinná vlákna
80 11;Přírodní textilní vlákna
80 13;Chemická vlákna z přírodních polymerů
80 14;Chemická vlákna ze syntetických polymerů
80 18;Textilní odpady
80 19;Textilní odpady
80 20;Nitě, příze, hedvábí apod.
80 21;Nitě, příze, hedvábí apod.
80 23;Nitě, příze, hedvábí apod.
80 25;Nitě, příze, hedvábí apod.
80 26;Nitě, příze, hedvábí apod.
80 30;Tkaniny běžné potřeby
80 33;Tkaniny běžné potřeby
80 36;Stuhy a prýmky
80 41;Tkaniny zdravotnické
80 42;Tkaniny nábytkové a dekorační
80 44;Podlahové textilie
80 45;Technické tkaniny pro různé účely
80 46;Technické tkaniny pro různé účely
80 50;Vrchní oděvy a prádlo z pletenin
80 58;Punčochové výrobky
80 60;Výrobky speciální a doplňky, všeobecně
80 61;Výrobky z netkaných textilií
80 63;Tyly, krajkoviny, vyšívané a síťované výrobky
80 64;Tyly, krajkoviny, vyšívané a síťované výrobky
80 69;Kloboučnické výrobky a oděvní doplňky
80 70;Vrchní oděvy a prádlo z tkanin
80 76;Ložní a ostatní prádlo pro domácnost
80 77;Pracovní a ochranné oděvy
80 78;Pracovní a ochranné oděvy
80 81;Kusové výrobky pro technické účely
80 84;Kusové výrobky pro technické účely
80 85;Motouzy, šňůry a lana
80 86;Motouzy, šňůry a lana
80 87;Hadice, popruhy a podobné výrobky
80 88;Peří a prachové peří
80 89;Stuhové uzávěry
81 00;Výrobní a konstrukční směrnice
81 01;Výrobní a konstrukční směrnice
81 02;Společné díly, součásti a detaily strojů a strojních zařízení textilního průmyslu
81 06;Zkoušení, přejímání, dodávání, balení a skladování
81 07;Ochrana, hygiena a bezpečnost práce, obsluha a údržba
81 10;Stroje a zařízení pro přípravu a spřádání textilních surovin, všeobecně
81 11;Stroje a zařízení pro přípravu surovin pro předení bavlny
81 15;Stroje a zařízení pro spřádání bavlny
81 16;Stroje a zařízení pro spřádání lnu
81 19;Společné díly, sestavy a prvky strojů a zařízení pro přípravu a spřádání textilních surovin
81 21;Stroje soukací, družicí a motací
81 25;Textilní cívky
81 26;Naváděcí a posukovací stroje
81 30;Stroje a zařízení tkalcoven, všeobecně
81 31;Tkací stroje člunkové
81 34;Prošlupní zařízení a příslušenství
81 35;Prošlupní zařízení a příslušenství
81 36;Detaily strojů a zařízení tkalcoven
81 37;Detaily strojů a zařízení tkalcoven
81 38;Společné díly, sestavy a detaily tkacích strojů
81 40;Stroje a zařízení pletáren
81 42;Stroje a zařízení pletáren
81 60;Stroje a zařízení pro úpravny, bělidla, barevny a tiskárny
81 66;Úpravnické stroje
81 70;Šicí stroje
81 72;Šicí stroje
81 73;Šicí stroje
81 76;Šicí stroje
81 90;Stroje a zařízení pro velkoprádelny, čistírny a barvírny
81 92;Prací stroje
81 93;Odstředivky, sušiče
81 94;Žehliče
81 95;Chemicky čisticí stroje
82 10;Předpisy, zkoušení, měření
82 20;Všeobecné a společné požadavky
82 30;Pomocná zařízení pro lakovny
82 40;Rozprašovací a stříkací zařízení
82 60;Sušičky a pece
82 80;Doplňkové provozy, stroje a zařízení
83 00;Vzorkování venkovního a pracovního ovzduší
83 01;Analytické metody detekční
83 04;Přístroje na zjišťování ovzduší
83 05;Odběr vzorků a rozbory vod
83 06;Jakost vod
83 07;Jakost vod
83 09;Ochrana vodních zdrojů
83 10;Biotechnologie
83 19;Bezpečnostní zařízení pro první pomoc
83 20;Pracovní a osobní ochrana
83 21;Ochrana hlavy, očí, uší aj.
83 22;Ochranné prostředky dýchacích orgánů
83 23;Ochrana rukou
83 24;Ochrana očí
83 25;Ochrana nohou
83 26;Ochranné pomůcky (pásy, chrániče apod.)
83 27;Ochranné oděvy
83 28;Ochranné oděvy
83 29;Zkoušení materiálů na ochranné oděvy, ochranné rukavice a ochrannou obuv
83 30;Bezpečnost strojních zařízení
83 32;Bezpečnostní hlediska u strojů
83 33;Bezpečnostní a ochranné systémy strojů
83 35;Ergonomie
83 36;Hodnocení expozice pracoviště
83 40;Zdroje znečišťování ovzduší. Všeobecně
83 44;Mobilní zdroje znečišťování ovzduší
83 45;Měření emisí
83 46;Metody a přístroje pro měření tuhých emisí
83 47;Metody a přístroje pro měření plynných emisí
83 48;Metody měření emisí z výrobků
83 50;Kvalita ovzduší. Názvosloví
83 55;Měření imisí
83 56;Metody a přístroje pro měření tuhých imisí a spadu
83 57;Metody a přístroje pro měření plynných imisí
83 58;Vnitřní ovzduší
83 61;Kvalita půdy - obecné normy, tj. názvosloví, odběr vzorků, popis půdy v terénu
83 62;Kvalita půdy Postupy vyluhování, stanovení pH, stanovení kontuktivity, stanovení věměnné kapacity, stanovení hodnot pozadí
83 63;Kvalita půdy - chemické metody - anorganické látky
83 64;Kvalita půdy - biologické metody
83 65;Kvalita půdy - biologické metody
83 66;Kvalita půdy - fyzikální metody
83 67;Kvalita půdy - chemické metody - organické látky
83 68;Kaly, upravený bioodpad a půdy
83 70;Ochrana přírody. Všeobecné požadavky
83 71;Ochrana přírody. Hydrosféra
83 80;Názvosloví odpadů
83 81;Kaly, upravený bioodpad a půdy
83 82;Biopaliva
83 83;Tuhá alternativní paliva
83 84;Biomasa
83 90;Sadovnictví a krajinářství
84 00;Názvosloví potřeb a zařízení pro zdravotnictví
84 10;Technické pomůcky pro osoby se zdravotním postižením
84 21;Mobilní ambulance a jejich vybavení
84 40;Vnější protézy a ortézy
84 61;Nábytek a vybavení pro lůžkový provoz nemocnic a jiných zdravotnických zařízení
84 62;Nábytek a vybavení pro lůžkový provoz nemocnic a jiných zdravotnických zařízení
84 63;Nábytek a vybavení pro lůžkový provoz nemocnic a jiných zdravotnických zařízení
84 64;Lékařský nábytek
84 65;Lékařský nábytek
84 66;Lékařský nábytek
84 70;Nosítka, vozíky
84 71;Sterilizační přístroje
84 72;Destilační přístroje
84 75;Digestoře
85 00;Lékařské nástroje a přístroje
85 17;Zdravotnické laboratoře
85 21;Přístroje pro anestezii a umělé dýchání
85 27;Zdravotnické zařízení
85 29;Chirurgické implantáty
85 30;Aktivní implantabilní zdravotnické prostředky
85 40;Provozní zkoušky a provozní opatření
85 42;Materiály pro zdravotnické účely
85 50;Systémy jakosti ve zdravotnictví
85 51;Požadavky na provoz zdravotnických laboratoří
85 52;Všeobecné předpisy a směrnice pro výrobky zdravotnické techniky
85 53;Zařízení zdravotnických pracovišť
85 57;Lékařské nástroje
85 58;Lékařské pomůcky
85 59;Lékařské nástroje
85 60;Nástroje a pomůcky pro zubní lékařství
85 61;Lékařské stříkačky
85 62;Zařízení a přístroje pro krevní převod
85 63;Dentální materiály
85 70;Diagnostické systémy in vitro
85 75;Zdravotnické prostředky složené z živočišných tkání
86 20;Hromadně vyráběné léčivé přípravky, všeobecně
86 29;Dentální materiály
86 30;Imunobiologické a diagnostické preparáty, séra, očkovací látky apod.
86 31;Imunobiologické a diagnostické preparáty, séra, očkovací látky apod.
86 33;Imunobiologické a diagnostické preparáty, séra, očkovací látky apod.
86 43;Půdy pro kultivaci
86 46;Antibiotika
86 60;Rostlinné drogy, všeobecně
86 61;Rostlinné drogy, kůry
86 62;Rostlinné drogy, květy
86 64;Rostlinné drogy, listy
86 66;Rostlinné drogy, plody
86 67;Rostlinné drogy, natě
86 68;Rostlinné drogy, natě
86 69;Rostlinné drogy, semena
86 70;Rostlinné drogy, kořeny
86 71;Rostlinné drogy, oddenky, hlízy, ostatní
86 80;Zřídelní produkty
87 01;Ostatní telekomunikační normy
87 02;Ostatní telekomunikační normy
87 03;Ostatní telekomunikační normy
87 04;Ostatní telekomunikační normy
87 05;Evropské telekomunikační normy (CENELEC)
87 10;Zkušební metody a specifikace
87 15;Podnikové telekomunikace
87 20;Rozbor vlivu prostředí
87 25;Mobilní komunikace
87 26;Mobilní komunikace
87 27;Mobilní komunikace
87 30;Lidský činitel
87 35;Síťová hlediska
87 36;Síťová hlediska
87 40;Bezpečnost
87 45;Pagingové systémy
87 46;Přístupové sítě širokopásmového rádia
87 50;Rádiové zařízení a systémy. EMC a radiové spektrum
87 51;Rádiová zařízení a systémy. EMC a rádiové spektrum
87 53;Transevropské svazkové rádiové sítě
87 55;Digitální bezšňůrové telekomunikace
87 58;Multimediální koncová zařízení a aplikace
87 60;Družicové pozemské stanice a systémy
87 65;Sdružené sítě
87 70;Signalizační protokoly a spojování
87 71;Signalizační protokoly a spojování
87 75;Analogová a digitální koncová zařízení a přístup k síti
87 80;Koncová zařízení a systémy s přímou platbou. Mobilita koncových bezšňůrových zařízení
87 85;Přenos a multiplexování
87 88;Pokročilý naváděcí a řídicí systém pozemního pohybu
87 90;Normy vytvořené společnou technickou komisí EBU/CENELEC/ETSI
87 95;Propojování komunikačních sítí a systémů
87 98;Karty s integrovanými obvody
87 99;Zpracování hovorů, hlediska přenosu a jakosti
88 00;Tiskařské stroje
88 01;Polygrafické názvosloví
88 02;Úprava rukopisů, korekturní znaménka
88 04;Úprava rukopisů, korekturní znaménka
88 06;Měření a výpočty (zkoušení)
88 14;Úprava barvy, ředidel, pojidel, válcoviny apod. postřikovacích emulzí a prášků
88 20;Grafická výroba
88 21;Předlohy pro reprodukci
88 22;Příprava a zpracování tiskových desek
88 30;Pravidla úpravy sazby, nátisk
88 41;Knižní vazby, časopisy, knihy, pohlednice, technické požadavky
88 43;Knižní vazby, časopisy, knihy, pohlednice, technické požadavky
88 46;Knižní vazby, časopisy, knihy, pohlednice, technické požadavky
88 50;Formáty tiskovin
88 54;Poštovní tiskopisy
88 56;Polygrafické výrobky, děrné štítky, plakáty
88 61;Polygrafické výrobky, děrné štítky, plakáty
88 71;Zařízení na písmo, materiál apod., pro všechny reprodukční techniky
88 72;Zařízení na písmo, materiál apod., pro všechny reprodukční techniky
89 00;Všeobecně
90 00;Všeobecné požadavky
90 10;Tužky
90 11;Tužky
90 14;Pryže
90 15;Mechanické tužky a pera
90 17;Mechanické tužky a pera
90 23;Šablony pro písmo a značky
90 25;Pomůcky pro kreslení a rýsování
90 28;Pomůcky pro kreslení a rýsování
90 31;Barvy, inkousty, tuše, lak na blány
90 32;Barvy, inkousty, tuše, lak na blány
90 41;Barvy, inkousty, tuše, lak na blány
90 42;Barvy, inkousty, tuše, lak na blány
90 44;Barvy, inkousty, tuše, lak na blány
90 45;Barvy, inkousty, tuše, lak na blány
90 65;Sešívače, děrovače apod.
90 68;Kartotékové jezdce apod.
90 72;Rozmnožovací blány
90 73;Pečetní vosky
90 85;Ostatní pomůcky
91 00;Nábytek, společná ustanovení a základní rozměry
91 01;Nábytek, společná ustanovení a základní rozměry
91 02;Nábytek, bezpečnostní požadavky a zkušební metody
91 04;Úložný nábytek
91 06;Sedací nábytek
91 08;Stolový nábytek
91 09;Laboratorní nábytek
91 10;Lehací nábytek
91 11;Kancelářský nábytek
91 12;Pomocný nábytek
91 13;Kancelářský nábytek
91 14;Soupravy a soubory
91 15;Lůžkový nábytek
91 17;Nábytek pro vzdělávací instituce
91 30;Venkovní nábytek
91 35;Hračky, modelové železnice
91 41;Vany, kuchyňské dřezy, výlevky
91 46;Nádržkové splachovače
91 48;Vany, kuchyňské dřezy, výlevky, klozetové splachovače aj.
91 60;Úschovné objekty
91 78;Podlahové krytiny
91 80;Nábytková kolečka
91 81;Jevištní technologie
93 00;Drobné kovové výrobky, všeobecně
93 15;Háčky, očka, kroužky pro oděvy a obuv
93 62;Zdrhovadla
94 00;Sportovní a tělocvičné náčiní, nářadí a potřeby
94 02;Posilovací nářadí a zařízení
94 03;Sportovní a tělocvičné náčiní, nářadí a potřeby
94 05;Zařízení pro tělocvičny, hřiště a dětské hřiště
94 09;Potřeby a zařízení pro vodní sporty
94 14;Potřeby pro míčové hry
94 18;Potřeby pro zimní sporty
94 19;Potřeby pro zimní sporty
94 20;Horolezecká výzbroj
94 28;Potřeby pro různé sporty
94 30;Dětské hračky a vozítka
94 34;Předměty pro péči o děti
94 35;Předměty pro péči o děti
94 41;Potřeby pro osobní úpravu a hygienu
94 43;Předměty běžného užívání ve styku s potravinami
94 44;Předměty běžného užívání ve styku s potravinami
94 45;Předměty běžného užívání ve styku s potravinami
94 47;Ruční kuchyňské strojky a stolní náčiní
94 48;Kapesní nože a jídelní příbory
94 49;Kapesní nože a jídelní příbory
94 50;Zkoušení ochranných vrstev
94 51;Komerční smaltované nádobí z ocelového plechu
94 52;Drobné spotřební výrobky
94 56;Pozinkované nádobí z ocelového plechu
94 60;Nádobí z hliníkového plechu
94 61;Nádobí z plechu z korozivzdorné oceli
94 62;Nádobí z plechu z korozivzdorné oceli
95 11;Podkovy, ozuby
96 00;Terminologie
96 05;Materiály
96 10;Konzervace
96 15;Prostředí
96 20;Doprava a balení
96 77;Visací zámky
97 00;Sborníky datových prvků
97 02;Sborníky metadat
97 10;Číselníky
97 20;Sborníky složených datových prvků
97 25;Sborníky segmentů
97 30;Sborníky zpráv
97 31;Sborníky zpráv
97 40;Popis datové základny
97 41;Prezentace dat o výrobku
97 50;Modely dokladů
97 60;EAN, EDIFACT a abecední řazení
97 71;Čárové kódy EAN
97 86;Prezentace data a času
97 90;Bankovnictví
97 91;Bankovnictví
97 97;Elektronická výměna dat obecně
97 98;Elektronická výměna geografických dat
98 00;Všeobecně - Výměna informací
98 10;Hlavní pojmové třídy společné struktury terminologických systémů - Zprávy týkající se pacienta
98 20;Architektura informačních systémů ve zdravotnictví - Ochrana dat
99 00;Všeobecná ustanovení, názvosloví, značky a měřicí jednotky geometrických veličin
99 01;Všeobecná ustanovení, názvosloví, značky a měřicí jednotky geometrických veličin
99 03;Délková měřidla čárková
99 05;Přesnost souřadnicových měřících strojů /SMS/
99 06;Měřidla délková, mikrometrická a posuvná měřidla, odchylkoměry a somkátory
99 10;Měřidla délky, odvalovací a skládací
99 21;Zkoušky měřičů proudu, napětí a výkonu
99 31;Teploměry skleněné
99 41;Měřidla hmotnosti - váhy
99 44;Měřidla mechanických zkoušek materiálu - měřidla tvrdosti
99 47;Měřidla středního absolutního tlaku
99 54;Zkoušky elektronických filtrů
99 61;Měřidla objemu skleněná
99 63;Měřidla objemu kovová
99 64;Měřidla velkého objemu
99 68;Měřidla průtoku a průtočného množství plynu
99 71;Měřidla fotometrická
99 73;Měřidla optických vlastností látek
99 80;Všeobecná ustanovení, názvosloví, značky a měřicí jednotky fyzikálně-chemických vlastností látek
 


